"assignees","author","body","closed","closedAt","comments","createdAt","id","labels","milestone","number","projectCards","projectItems","reactionGroups","state","title","updatedAt","url"
"","github-actions[bot]","Please check the logs 'https://github.com/Ka0s-Klaus/ka0s/actions/runs/21990901240' for more information of error.",true,"2026-02-13T17:06:23Z",0,"2026-02-13T17:05:14Z",3938128366,"bug","",3775,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3775/reactions","closed","[Ka0S] Kaos Error detected in 21990901240","2026-02-13T17:06:23Z","https://github.com/Ka0s-Klaus/ka0s/issues/3775"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992224527",true,"2026-02-13T17:04:25Z",0,"2026-02-13T15:58:16Z",3937855414,"bug","",3774,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3774/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992224527","2026-02-13T17:04:25Z","https://github.com/Ka0s-Klaus/ka0s/issues/3774"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991101649",true,"2026-02-13T17:04:24Z",0,"2026-02-13T15:58:14Z",3937855312,"bug","",3773,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3773/reactions","closed","[Ka0S] YAMLLINT Error in 21991101649","2026-02-13T17:04:24Z","https://github.com/Ka0s-Klaus/ka0s/issues/3773"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992062664",true,"2026-02-13T17:04:24Z",0,"2026-02-13T15:58:04Z",3937854811,"bug","",3772,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3772/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992062664","2026-02-13T17:04:24Z","https://github.com/Ka0s-Klaus/ka0s/issues/3772"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992007287",true,"2026-02-13T17:04:23Z",0,"2026-02-13T15:58:04Z",3937854792,"bug","",3771,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3771/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992007287","2026-02-13T17:04:23Z","https://github.com/Ka0s-Klaus/ka0s/issues/3771"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991889251",true,"2026-02-13T17:04:23Z",0,"2026-02-13T15:57:51Z",3937854032,"bug","",3770,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3770/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991889251","2026-02-13T17:04:23Z","https://github.com/Ka0s-Klaus/ka0s/issues/3770"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992083587",true,"2026-02-13T17:04:22Z",0,"2026-02-13T15:57:49Z",3937853901,"bug","",3769,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3769/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992083587","2026-02-13T17:04:22Z","https://github.com/Ka0s-Klaus/ka0s/issues/3769"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991897311",true,"2026-02-13T17:04:22Z",0,"2026-02-13T15:57:49Z",3937853900,"bug","",3768,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3768/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991897311","2026-02-13T17:04:22Z","https://github.com/Ka0s-Klaus/ka0s/issues/3768"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21990995187",true,"2026-02-13T17:04:21Z",0,"2026-02-13T15:57:49Z",3937853881,"bug","",3767,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3767/reactions","closed","[Ka0S] YAMLLINT Error in 21990995187","2026-02-13T17:04:21Z","https://github.com/Ka0s-Klaus/ka0s/issues/3767"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21990991244",true,"2026-02-13T17:04:21Z",0,"2026-02-13T15:57:48Z",3937853863,"bug","",3766,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3766/reactions","closed","[Ka0S] YAMLLINT Error in 21990991244","2026-02-13T17:04:21Z","https://github.com/Ka0s-Klaus/ka0s/issues/3766"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992033335",true,"2026-02-13T17:04:20Z",0,"2026-02-13T15:56:51Z",3937850043,"bug","",3765,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3765/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992033335","2026-02-13T17:04:20Z","https://github.com/Ka0s-Klaus/ka0s/issues/3765"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991015311",true,"2026-02-13T17:04:20Z",0,"2026-02-13T15:56:50Z",3937850007,"bug","",3764,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3764/reactions","closed","[Ka0S] YAMLLINT Error in 21991015311","2026-02-13T17:04:20Z","https://github.com/Ka0s-Klaus/ka0s/issues/3764"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992018148",true,"2026-02-13T17:04:20Z",0,"2026-02-13T15:56:49Z",3937849918,"bug","",3763,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3763/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992018148","2026-02-13T17:04:20Z","https://github.com/Ka0s-Klaus/ka0s/issues/3763"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21990987615",true,"2026-02-13T17:04:19Z",0,"2026-02-13T15:56:38Z",3937849266,"bug","",3762,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3762/reactions","closed","[Ka0S] YAMLLINT Error in 21990987615","2026-02-13T17:04:19Z","https://github.com/Ka0s-Klaus/ka0s/issues/3762"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991831291",true,"2026-02-13T17:04:19Z",0,"2026-02-13T15:55:51Z",3937846311,"bug","",3761,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3761/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991831291","2026-02-13T17:04:19Z","https://github.com/Ka0s-Klaus/ka0s/issues/3761"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991719822",true,"2026-02-13T17:04:18Z",0,"2026-02-13T15:55:34Z",3937845163,"bug","",3760,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3760/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991719822","2026-02-13T17:04:18Z","https://github.com/Ka0s-Klaus/ka0s/issues/3760"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991546038",true,"2026-02-13T17:04:18Z",0,"2026-02-13T15:54:51Z",3937842428,"bug","",3759,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3759/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991546038","2026-02-13T17:04:18Z","https://github.com/Ka0s-Klaus/ka0s/issues/3759"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991207450",true,"2026-02-13T17:04:17Z",0,"2026-02-13T15:54:12Z",3937840088,"bug","",3758,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3758/reactions","closed","[Ka0S] MDLINT Error in 21991207450","2026-02-13T17:04:17Z","https://github.com/Ka0s-Klaus/ka0s/issues/3758"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991191248",true,"2026-02-13T17:04:17Z",0,"2026-02-13T15:54:11Z",3937840001,"bug","",3757,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3757/reactions","closed","[Ka0S] MDLINT Error in 21991191248","2026-02-13T17:04:17Z","https://github.com/Ka0s-Klaus/ka0s/issues/3757"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991076418",true,"2026-02-13T17:04:16Z",0,"2026-02-13T15:54:10Z",3937839905,"bug","",3756,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3756/reactions","closed","[Ka0S] MDLINT Error in 21991076418","2026-02-13T17:04:16Z","https://github.com/Ka0s-Klaus/ka0s/issues/3756"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991091989",true,"2026-02-13T17:04:16Z",0,"2026-02-13T15:53:59Z",3937839160,"bug","",3755,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3755/reactions","closed","[Ka0S] MDLINT Error in 21991091989","2026-02-13T17:04:16Z","https://github.com/Ka0s-Klaus/ka0s/issues/3755"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991094412",true,"2026-02-13T17:04:15Z",0,"2026-02-13T15:53:47Z",3937838281,"bug","",3754,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3754/reactions","closed","[Ka0S] MDLINT Error in 21991094412","2026-02-13T17:04:15Z","https://github.com/Ka0s-Klaus/ka0s/issues/3754"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991064323",true,"2026-02-13T17:04:15Z",0,"2026-02-13T15:53:47Z",3937838266,"bug","",3753,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3753/reactions","closed","[Ka0S] MDLINT Error in 21991064323","2026-02-13T17:04:15Z","https://github.com/Ka0s-Klaus/ka0s/issues/3753"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991143743",true,"2026-02-13T17:04:14Z",0,"2026-02-13T15:53:47Z",3937838216,"bug","",3752,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3752/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991143743","2026-02-13T17:04:14Z","https://github.com/Ka0s-Klaus/ka0s/issues/3752"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991080881",true,"2026-02-13T17:04:14Z",0,"2026-02-13T15:53:45Z",3937838125,"bug","",3751,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3751/reactions","closed","[Ka0S] MDLINT Error in 21991080881","2026-02-13T17:04:14Z","https://github.com/Ka0s-Klaus/ka0s/issues/3751"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991243510",true,"2026-02-13T17:04:13Z",0,"2026-02-13T15:53:37Z",3937837605,"bug","",3750,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3750/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991243510","2026-02-13T17:04:13Z","https://github.com/Ka0s-Klaus/ka0s/issues/3750"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991053753",true,"2026-02-13T17:05:52Z",0,"2026-02-13T15:53:20Z",3937836301,"bug","",3749,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3749/reactions","closed","[Ka0S] MDLINT Error in 21991053753","2026-02-13T17:05:52Z","https://github.com/Ka0s-Klaus/ka0s/issues/3749"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991062870",true,"2026-02-13T17:05:51Z",0,"2026-02-13T15:52:58Z",3937834759,"bug","",3748,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3748/reactions","closed","[Ka0S] MDLINT Error in 21991062870","2026-02-13T17:05:51Z","https://github.com/Ka0s-Klaus/ka0s/issues/3748"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991109215",true,"2026-02-13T17:05:51Z",0,"2026-02-13T15:52:58Z",3937834738,"bug","",3747,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3747/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991109215","2026-02-13T17:05:51Z","https://github.com/Ka0s-Klaus/ka0s/issues/3747"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991681884",true,"2026-02-13T17:05:50Z",0,"2026-02-13T15:52:48Z",3937834209,"bug","",3746,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3746/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991681884","2026-02-13T17:05:50Z","https://github.com/Ka0s-Klaus/ka0s/issues/3746"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991867609",true,"2026-02-13T17:05:50Z",0,"2026-02-13T15:52:48Z",3937834197,"bug","",3745,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3745/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991867609","2026-02-13T17:05:50Z","https://github.com/Ka0s-Klaus/ka0s/issues/3745"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992264245",true,"2026-02-13T17:05:49Z",0,"2026-02-13T15:52:20Z",3937832362,"bug","",3744,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3744/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992264245","2026-02-13T17:05:49Z","https://github.com/Ka0s-Klaus/ka0s/issues/3744"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991156761",true,"2026-02-13T17:05:49Z",0,"2026-02-13T15:52:17Z",3937832169,"bug","",3743,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3743/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991156761","2026-02-13T17:05:49Z","https://github.com/Ka0s-Klaus/ka0s/issues/3743"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991105885",true,"2026-02-13T17:05:48Z",0,"2026-02-13T15:52:10Z",3937831751,"bug","",3742,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3742/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991105885","2026-02-13T17:05:48Z","https://github.com/Ka0s-Klaus/ka0s/issues/3742"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991174657",true,"2026-02-13T17:05:48Z",0,"2026-02-13T15:52:10Z",3937831750,"bug","",3741,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3741/reactions","closed","[Ka0S] MDLINT Error in 21991174657","2026-02-13T17:05:48Z","https://github.com/Ka0s-Klaus/ka0s/issues/3741"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991113268",true,"2026-02-13T17:05:48Z",0,"2026-02-13T15:52:08Z",3937831615,"bug","",3740,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3740/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991113268","2026-02-13T17:05:48Z","https://github.com/Ka0s-Klaus/ka0s/issues/3740"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992247308",true,"2026-02-13T17:05:47Z",0,"2026-02-13T15:51:51Z",3937830610,"bug","",3739,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3739/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992247308","2026-02-13T17:05:47Z","https://github.com/Ka0s-Klaus/ka0s/issues/3739"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991979887",true,"2026-02-13T17:05:47Z",0,"2026-02-13T15:51:46Z",3937830276,"bug","",3738,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3738/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991979887","2026-02-13T17:05:47Z","https://github.com/Ka0s-Klaus/ka0s/issues/3738"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991099571",true,"2026-02-13T17:05:46Z",0,"2026-02-13T15:51:44Z",3937830168,"bug","",3737,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3737/reactions","closed","[Ka0S] MDLINT Error in 21991099571","2026-02-13T17:05:46Z","https://github.com/Ka0s-Klaus/ka0s/issues/3737"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991131999",true,"2026-02-13T17:05:46Z",0,"2026-02-13T15:50:54Z",3937826806,"bug","",3736,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3736/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991131999","2026-02-13T17:05:46Z","https://github.com/Ka0s-Klaus/ka0s/issues/3736"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991122344",true,"2026-02-13T17:05:45Z",0,"2026-02-13T15:50:50Z",3937826586,"bug","",3735,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3735/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991122344","2026-02-13T17:05:45Z","https://github.com/Ka0s-Klaus/ka0s/issues/3735"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991061142",true,"2026-02-13T17:05:45Z",0,"2026-02-13T15:50:49Z",3937826514,"bug","",3734,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3734/reactions","closed","[Ka0S] MDLINT Error in 21991061142","2026-02-13T17:05:45Z","https://github.com/Ka0s-Klaus/ka0s/issues/3734"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991029418",true,"2026-02-13T17:05:44Z",0,"2026-02-13T15:50:15Z",3937824014,"bug","",3733,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3733/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991029418","2026-02-13T17:05:44Z","https://github.com/Ka0s-Klaus/ka0s/issues/3733"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991040649",true,"2026-02-13T17:05:44Z",0,"2026-02-13T15:50:14Z",3937823972,"bug","",3732,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3732/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991040649","2026-02-13T17:05:44Z","https://github.com/Ka0s-Klaus/ka0s/issues/3732"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21992134877",true,"2026-02-13T17:05:43Z",0,"2026-02-13T15:50:14Z",3937823959,"bug","",3731,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3731/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21992134877","2026-02-13T17:05:44Z","https://github.com/Ka0s-Klaus/ka0s/issues/3731"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991387148",true,"2026-02-13T17:05:43Z",0,"2026-02-13T15:50:04Z",3937823367,"bug","",3730,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3730/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991387148","2026-02-13T17:05:43Z","https://github.com/Ka0s-Klaus/ka0s/issues/3730"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991854114",true,"2026-02-13T17:05:43Z",0,"2026-02-13T15:49:41Z",3937821666,"bug","",3729,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3729/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991854114","2026-02-13T17:05:43Z","https://github.com/Ka0s-Klaus/ka0s/issues/3729"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991208805",true,"2026-02-13T17:05:42Z",0,"2026-02-13T15:49:39Z",3937821571,"bug","",3728,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3728/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991208805","2026-02-13T17:05:42Z","https://github.com/Ka0s-Klaus/ka0s/issues/3728"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991167609",true,"2026-02-13T17:05:42Z",0,"2026-02-13T15:49:30Z",3937820980,"bug","",3727,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3727/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991167609","2026-02-13T17:05:42Z","https://github.com/Ka0s-Klaus/ka0s/issues/3727"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991162419",true,"2026-02-13T17:05:41Z",0,"2026-02-13T15:49:26Z",3937820720,"bug","",3726,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3726/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991162419","2026-02-13T17:05:41Z","https://github.com/Ka0s-Klaus/ka0s/issues/3726"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21990996504",true,"2026-02-13T17:05:41Z",0,"2026-02-13T15:49:24Z",3937820569,"bug","",3725,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3725/reactions","closed","[Ka0S] YAMLLINT Error in 21990996504","2026-02-13T17:05:41Z","https://github.com/Ka0s-Klaus/ka0s/issues/3725"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991137550",true,"2026-02-13T17:06:22Z",0,"2026-02-13T15:49:15Z",3937819887,"bug","",3724,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3724/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991137550","2026-02-13T17:06:22Z","https://github.com/Ka0s-Klaus/ka0s/issues/3724"
"","github-actions[bot]","Check logs: https://github.com/Ka0s-Klaus/ka0s/actions/runs/21991736943",true,"2026-02-13T17:06:21Z",0,"2026-02-13T15:48:21Z",3937816453,"bug","",3723,"","","+1=0;-1=0;confused=0;eyes=0;heart=0;hooray=0;laugh=0;rocket=0;total_count=0;url=https://api.github.com/repos/Ka0s-Klaus/ka0s/issues/3723/reactions","closed","[Ka0S] JSON COMPLIANCE Error in 21991736943","2026-02-13T17:06:21Z","https://github.com/Ka0s-Klaus/ka0s/issues/3723"
