"id","name","head_branch","head_sha","run_number","event","status","conclusion","workflow_id","url","created_at","updated_at","run_started_at"
24054850762,"Push on main","main","d21208bc7af6ff0725a423736082a07646e7649d",29656,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054850762",1775515391,1775515492,1775515391
24054766548,"Ka0s Inspector -> Audit","main","c69d358d272cd5b5660fd5da8fcd69a43f6ae037",15029,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054766548",1775515236,1775515463,1775515236
24054756713,"Push on main","main","c69d358d272cd5b5660fd5da8fcd69a43f6ae037",29655,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054756713",1775515217,1775515310,1775515217
24054687867,"Ka0s Inspector -> Audit","main","6d10dcf61cb40310f2f43d3dad5e4feadfba579d",15028,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054687867",1775515097,1775515345,1775515097
24054688206,"Ka0s Workflow Statistics Summary","main","6d10dcf61cb40310f2f43d3dad5e4feadfba579d",611,"schedule","in_progress","unknown",153261529,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054688206",1775515097,1775515456,1775515097
24054624565,"Push on main","main","6d10dcf61cb40310f2f43d3dad5e4feadfba579d",29654,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054624565",1775514989,1775515088,1775514989
24054619115,"Push on main","main","a1afa273671aa257b2006f58e7a8a6cff57848de",29653,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054619115",1775514980,1775515079,1775514980
24054617967,"Push on main","main","aa5e847ce7d683b31cf543241449997e5460016d",29652,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054617967",1775514977,1775515075,1775514977
24054564441,"Ka0s Inspector -> Audit","main","c22815a570bc1a3d9cf226805f78ec28500cd075",15027,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054564441",1775514886,1775515060,1775514886
24054550835,"Push on main","main","c22815a570bc1a3d9cf226805f78ec28500cd075",29651,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054550835",1775514862,1775514959,1775514862
24054537675,"Ka0s Inspector -> Audit","main","136fedb185f32ecfbd31c1da06c029e335f120b6",15026,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054537675",1775514838,1775515060,1775514838
24054535914,"Push on main","main","136fedb185f32ecfbd31c1da06c029e335f120b6",29650,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054535914",1775514836,1775514935,1775514836
24054530941,"Ka0s Collect Service Logs","main","2c0e14a7b40fbeb8f8c68373e29783bc0ad76bf6",500,"schedule","completed","success",244350788,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054530941",1775514827,1775515240,1775514827
24054482905,"Ka0s Inspector -> Audit","main","2c0e14a7b40fbeb8f8c68373e29783bc0ad76bf6",15025,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054482905",1775514742,1775514903,1775514742
24054434624,"Ka0s C0re SSH Host Connect","main","2c0e14a7b40fbeb8f8c68373e29783bc0ad76bf6",117,"schedule","completed","success",223902538,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054434624",1775514657,1775515101,1775514657
24054413784,"Push on main","main","2c0e14a7b40fbeb8f8c68373e29783bc0ad76bf6",29649,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054413784",1775514621,1775514722,1775514621
24054405774,"Push on main","main","8442ec2980e4f646376c6429b7b10dce9e005f6b",29648,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054405774",1775514608,1775514710,1775514608
24054391212,"Push on main","main","a32da6a9066426e0568d452c2ccf1b3fc5deed7b",29647,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054391212",1775514584,1775514688,1775514584
24054343752,"Ka0s Audit Cluster Status","main","bd308fff575525a992e5f3d3fc2cb590e15293c4",2247,"workflow_dispatch","completed","success",230364367,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054343752",1775514501,1775514842,1775514501
24054313741,"Ka0s Audit Cluster Status","main","bd308fff575525a992e5f3d3fc2cb590e15293c4",2246,"schedule","completed","success",230364367,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054313741",1775514447,1775514890,1775514447
24054304860,"Ka0s Inspector -> Audit","main","bd308fff575525a992e5f3d3fc2cb590e15293c4",15024,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054304860",1775514431,1775514684,1775514431
24054206790,"Watchdog - Node Health","main","bd308fff575525a992e5f3d3fc2cb590e15293c4",1061,"schedule","completed","success",233876278,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24054206790",1775514259,1775514746,1775514259
24053051677,"Push on main","main","bd308fff575525a992e5f3d3fc2cb590e15293c4",29646,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24053051677",1775512324,1775512417,1775512324
24052898076,"Push on main","main","e6f862be5a9e72c04ddb0a77ddf9ce56fdb7b009",29645,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052898076",1775512079,1775512171,1775512079
24052878727,"Ka0s Status MongDB Report","main","cda481f25d725b88118ba9dcf18fbadc4ab21101",5923,"schedule","completed","success",171839824,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052878727",1775512046,1775514435,1775512046
24052817675,"Push on main","main","cda481f25d725b88118ba9dcf18fbadc4ab21101",29644,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052817675",1775511953,1775512061,1775511953
24052812519,"Push on main","main","46d609233e9b30336a09b8809a913ffe76c60926",29643,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052812519",1775511946,1775512042,1775511946
24052806238,"Ka0s Inspector -> Audit","main","c53750f592e710568e0dd91831b91dabb73f0131",15023,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052806238",1775511937,1775512158,1775511937
24052742666,"Push on main","main","c53750f592e710568e0dd91831b91dabb73f0131",29642,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052742666",1775511841,1775511943,1775511841
24052735399,"Push on main","main","4ec315fe403441a4becda6055f3fb8c283da9c13",29641,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052735399",1775511830,1775511929,1775511830
24052689054,"Ka0s Inspector -> Audit","main","8205c69eeff826b5779d9c34bcf77e45aee86ed3",15022,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052689054",1775511761,1775512094,1775511761
24052633148,"Ka0s Inspector -> Audit","main","8205c69eeff826b5779d9c34bcf77e45aee86ed3",15021,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052633148",1775511677,1775512158,1775511677
24052629625,"Ka0s Inspector -> Audit","main","8205c69eeff826b5779d9c34bcf77e45aee86ed3",15020,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052629625",1775511671,1775511969,1775511671
24052623762,"Ka0s Inspector -> Audit","main","8205c69eeff826b5779d9c34bcf77e45aee86ed3",15019,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052623762",1775511662,1775511859,1775511662
24052581391,"Push on main","main","8205c69eeff826b5779d9c34bcf77e45aee86ed3",29640,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052581391",1775511599,1775511695,1775511599
24052526741,"Ka0s Audit Cluster Status","main","777f86059a5f65e435d104de6ef6a526b7513f7a",2245,"workflow_dispatch","completed","success",230364367,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052526741",1775511512,1775511941,1775511512
24052526132,"Push on main","main","777f86059a5f65e435d104de6ef6a526b7513f7a",29639,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052526132",1775511511,1775511616,1775511511
24052403397,"Ka0s Collect Service Logs","main","ba3d3b9c9aa412594f04f61312545329a365f887",499,"schedule","completed","success",244350788,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052403397",1775511322,1775511766,1775511322
24052398788,"Push on main","main","ba3d3b9c9aa412594f04f61312545329a365f887",29638,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052398788",1775511315,1775511423,1775511315
24052343370,"Push on main","main","24e2f8eaf3cb35e7e3de87250872f1cd08900eb6",29637,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052343370",1775511231,1775511327,1775511231
24052221701,"Ka0s Audit Cluster Status","main","d29cc621463627722f58f461538861e21b9630d4",2244,"schedule","completed","success",230364367,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052221701",1775511050,1775511667,1775511050
24052119175,"Watchdog - Node Health","main","d29cc621463627722f58f461538861e21b9630d4",1060,"schedule","completed","success",233876278,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24052119175",1775510891,1775511681,1775510891
24050600467,"Ka0s Status MongDB Report","main","d29cc621463627722f58f461538861e21b9630d4",5922,"schedule","completed","success",171839824,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24050600467",1775508582,1775511675,1775508582
24050459515,"Push on main","main","d29cc621463627722f58f461538861e21b9630d4",29636,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/24050459515",1775508371,1775508473,1775508371
