"id","name","head_branch","head_sha","run_number","event","status","conclusion","workflow_id","url","created_at","updated_at","run_started_at"
23988982726,"Ka0s Workflow Statistics Summary","main","8238b05ab0df91946206f6e7781800e2ea49f227",609,"schedule","in_progress","unknown",153261529,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988982726",1775341924,1775342004,1775341924
23988947535,"Push on main","main","8238b05ab0df91946206f6e7781800e2ea49f227",29354,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988947535",1775341797,1775341904,1775341797
23988930526,"Ka0s Inspector -> Audit","main","b12e4de887978738c490577f6d1c74d3f6c18979",14858,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988930526",1775341735,1775341817,1775341735
23988920408,"Push on main","main","b12e4de887978738c490577f6d1c74d3f6c18979",29353,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988920408",1775341693,1775341793,1775341693
23988914734,"Push on main","main","000a9978fb448e9961636d56e583915f888c6bd4",29352,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988914734",1775341674,1775341777,1775341674
23988902279,"Ka0s Collect Service Logs","main","1bd14b85c175e46ae60a7535023fac6f1163a95e",464,"schedule","completed","success",244350788,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988902279",1775341622,1775341739,1775341622
23988898126,"Ka0s Inspector -> Audit","main","1bd14b85c175e46ae60a7535023fac6f1163a95e",14857,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988898126",1775341609,1775341690,1775341609
23988879120,"Push on main","main","1bd14b85c175e46ae60a7535023fac6f1163a95e",29351,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988879120",1775341536,1775341632,1775341536
23988858647,"Push on main","main","fea225b39e0b518b389b07ea998a0ce6233e5c0c",29350,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988858647",1775341459,1775341561,1775341459
23988856419,"Ka0s C0re SSH Host Connect","main","042198a907243da4c74a2845c0189c88284e2c2f",115,"schedule","completed","success",223902538,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988856419",1775341452,1775341613,1775341452
23988845737,"Push on main","main","042198a907243da4c74a2845c0189c88284e2c2f",29349,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988845737",1775341413,1775341513,1775341413
23988842495,"Ka0s Inspector -> Audit","main","2dc293521a91d8ebb38d3e2f524be636e02506ce",14856,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988842495",1775341397,1775341475,1775341397
23988828065,"Ka0s Inspector -> Audit","main","2dc293521a91d8ebb38d3e2f524be636e02506ce",14855,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988828065",1775341349,1775341428,1775341349
23988819851,"Push on main","main","2dc293521a91d8ebb38d3e2f524be636e02506ce",29348,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988819851",1775341312,1775341407,1775341312
23988806331,"Push on main","main","7bcf1561866417df37f5cf507bdd4574fd5db606",29347,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988806331",1775341266,1775341369,1775341266
23988801786,"Ka0s Inspector -> Audit","main","1da55c3757b3ee21fdea15072b3690d7e1d79484",14854,"workflow_dispatch","completed","success",142065355,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988801786",1775341244,1775341329,1775341244
23988800023,"Ka0s Audit Cluster Status","main","1da55c3757b3ee21fdea15072b3690d7e1d79484",2182,"schedule","completed","success",230364367,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988800023",1775341237,1775341400,1775341237
23988787705,"Push on main","main","1da55c3757b3ee21fdea15072b3690d7e1d79484",29346,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988787705",1775341198,1775341303,1775341198
23988779371,"Ka0s Audit Cluster Status","main","948e5532964295c37129a0e16dc81a68a312ab6d",2181,"workflow_dispatch","completed","success",230364367,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988779371",1775341160,1775341353,1775341160
23988754346,"Watchdog - Node Health","main","948e5532964295c37129a0e16dc81a68a312ab6d",1023,"schedule","completed","success",233876278,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988754346",1775341061,1775341248,1775341061
23988221212,"Push on main","main","948e5532964295c37129a0e16dc81a68a312ab6d",29345,"dynamic","completed","success",151629566,"https://api.github.com/repos/Ka0s-Klaus/ka0s/actions/runs/23988221212",1775339077,1775339179,1775339077
