=== Logs for Service: postgresql-ia (Namespace: postgresql-ia) ===
=== Date: Sat Mar 28 15:29:23 UTC 2026 ===
=== Selector: app=postgresql-ia,managed-by=ka0s-core-cd ===

[pod/postgresql-ia-0/postgresql] 2026-03-28 14:50:28.811 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-28 14:54:58.298 UTC [28] LOG:  checkpoint complete: wrote 2869 buffers (17.5%); 0 WAL file(s) added, 0 removed, 2 recycled; write=269.073 s, sync=0.090 s, total=269.488 s; sync files=18, longest=0.087 s, average=0.005 s; distance=28040 kB, estimate=28040 kB
[pod/postgresql-ia-0/postgresql] 2026-03-28 15:05:28.436 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-28 15:09:58.362 UTC [28] LOG:  checkpoint complete: wrote 2729 buffers (16.7%); 0 WAL file(s) added, 0 removed, 2 recycled; write=269.502 s, sync=0.088 s, total=269.926 s; sync files=20, longest=0.084 s, average=0.005 s; distance=30009 kB, estimate=30009 kB
[pod/postgresql-ia-0/postgresql] 2026-03-28 15:10:28.371 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-28 15:10:31.579 UTC [28] LOG:  checkpoint complete: wrote 29 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.869 s, sync=0.095 s, total=3.209 s; sync files=3, longest=0.095 s, average=0.032 s; distance=0 kB, estimate=27008 kB
[pod/postgresql-ia-0/postgresql] 2026-03-28 15:15:28.673 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-28 15:15:39.045 UTC [28] LOG:  checkpoint complete: wrote 94 buffers (0.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=9.655 s, sync=0.478 s, total=10.373 s; sync files=17, longest=0.213 s, average=0.029 s; distance=568 kB, estimate=24364 kB
[pod/postgresql-ia-0/postgresql] 2026-03-28 15:20:28.158 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-28 15:24:37.431 UTC [28] LOG:  checkpoint complete: wrote 2486 buffers (15.2%); 0 WAL file(s) added, 0 removed, 2 recycled; write=248.874 s, sync=0.081 s, total=249.273 s; sync files=20, longest=0.079 s, average=0.005 s; distance=31139 kB, estimate=31139 kB
