=== Logs for Service: postgresql-ia (Namespace: postgresql-ia) ===
=== Date: Fri Mar 13 12:56:52 UTC 2026 ===
=== Selector: app=postgresql-ia,managed-by=ka0s-core-cd ===

[pod/postgresql-ia-0/postgresql] 2026-03-13 12:43:37.881 UTC [26] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:43:45.820 UTC [26] LOG:  checkpoint complete: wrote 71 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=7.335 s, sync=0.169 s, total=7.940 s; sync files=17, longest=0.169 s, average=0.010 s; distance=345 kB, estimate=721 kB
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:48:37.912 UTC [26] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:49:17.039 UTC [26] LOG:  checkpoint complete: wrote 382 buffers (2.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=38.255 s, sync=0.360 s, total=39.128 s; sync files=12, longest=0.166 s, average=0.030 s; distance=380 kB, estimate=687 kB
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:50:00.972 UTC [7655] LOG:  could not send data to client: Broken pipe
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:50:00.973 UTC [7656] LOG:  could not send data to client: Broken pipe
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:50:01.506 UTC [7655] FATAL:  connection to client lost
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:50:01.506 UTC [7656] FATAL:  connection to client lost
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:53:37.140 UTC [26] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-13 12:53:46.408 UTC [26] LOG:  checkpoint complete: wrote 38 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.863 s, sync=0.379 s, total=9.269 s; sync files=11, longest=0.379 s, average=0.035 s; distance=186 kB, estimate=637 kB
