=== Logs for Service: postgresql-ia (Namespace: postgresql-ia) ===
=== Date: Mon Mar 30 16:05:43 UTC 2026 ===
=== Selector: app=postgresql-ia,managed-by=ka0s-core-cd ===

[pod/postgresql-ia-0/postgresql] 2026-03-30 15:31:04.405 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-30 15:32:44.829 UTC [28] LOG:  checkpoint complete: wrote 953 buffers (5.8%); 0 WAL file(s) added, 0 removed, 1 recycled; write=99.387 s, sync=0.689 s, total=100.425 s; sync files=20, longest=0.171 s, average=0.035 s; distance=6654 kB, estimate=32274 kB
[pod/postgresql-ia-0/postgresql] 2026-03-30 15:36:04.926 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-30 15:40:34.350 UTC [28] LOG:  checkpoint complete: wrote 3452 buffers (21.1%); 0 WAL file(s) added, 0 removed, 2 recycled; write=269.022 s, sync=0.080 s, total=269.424 s; sync files=20, longest=0.076 s, average=0.004 s; distance=30039 kB, estimate=32050 kB
[pod/postgresql-ia-0/postgresql] 2026-03-30 15:46:04.455 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-30 15:48:10.982 UTC [28] LOG:  checkpoint complete: wrote 1115 buffers (6.8%); 0 WAL file(s) added, 0 removed, 0 recycled; write=125.624 s, sync=0.651 s, total=126.528 s; sync files=20, longest=0.167 s, average=0.033 s; distance=8458 kB, estimate=29691 kB
[pod/postgresql-ia-0/postgresql] 2026-03-30 15:51:04.219 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-30 15:54:36.656 UTC [28] LOG:  checkpoint complete: wrote 2117 buffers (12.9%); 0 WAL file(s) added, 0 removed, 2 recycled; write=212.056 s, sync=0.070 s, total=212.438 s; sync files=18, longest=0.068 s, average=0.004 s; distance=30725 kB, estimate=30725 kB
[pod/postgresql-ia-0/postgresql] 2026-03-30 16:01:04.836 UTC [28] LOG:  checkpoint starting: time
[pod/postgresql-ia-0/postgresql] 2026-03-30 16:02:35.435 UTC [28] LOG:  checkpoint complete: wrote 869 buffers (5.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=89.899 s, sync=0.436 s, total=90.600 s; sync files=18, longest=0.141 s, average=0.025 s; distance=5978 kB, estimate=28251 kB
